Chargeback Date,Chargeback ID,Amount,Business Unit,Product,Reason Code,Status
2023-11-05,CB-1003641,485.62,Enterprise,Managed Support,7030,Won
2023-11-05,CB-1003660,435.73,Enterprise,Platform API,7030,Won
2023-11-05,CB-1003677,121.17,Consumer,Mobile Plans,4863,Lost
2023-11-05,CB-1003695,292.98,Consumer,Mobile Plans,4863,Won
2023-11-05,CB-1003710,149.01,Consumer,Streaming Add-on,4863,Won
2023-11-05,CB-1003748,324.05,Wholesale,Bulk Voice,4863,Pending
2023-11-05,CB-1003774,524.21,Wholesale,Partner Resale,4870,Lost
2023-11-06,CB-1003649,254.31,Enterprise,Managed Support,4871,Lost
2023-11-06,CB-1003702,114.76,Consumer,Mobile Plans,4863,Open
2023-11-06,CB-1003716,169.32,Consumer,Streaming Add-on,4855,Lost
2023-11-06,CB-1003781,196.60,Wholesale,IoT SIM,4855,Won
2023-11-07,CB-1003647,516.60,Enterprise,Managed Support,4871,Won
2023-11-07,CB-1003706,225.19,Consumer,Streaming Add-on,4871,Lost
2023-11-07,CB-1003726,170.26,Consumer,Device Protection,4871,Won
2023-11-07,CB-1003782,220.72,Wholesale,IoT SIM,4837,Lost
2023-11-07,CB-1003783,646.16,Wholesale,IoT SIM,7030,Pending
2023-11-08,CB-1003611,959.79,Enterprise,Cloud Services,7030,Won
2023-11-08,CB-1003623,602.27,Enterprise,Cloud Services,4855,Won
2023-11-08,CB-1003662,457.95,Enterprise,Platform API,4863,Won
2023-11-08,CB-1003675,438.61,Enterprise,Platform API,4855,Open
2023-11-08,CB-1003723,298.95,Consumer,Device Protection,4870,Lost
2023-11-08,CB-1003727,121.92,Consumer,Device Protection,4871,Open
2023-11-08,CB-1003739,662.78,Wholesale,Bulk Voice,7030,Lost
2023-11-08,CB-1003778,237.64,Wholesale,IoT SIM,4837,Won
2023-11-09,CB-1003616,520.85,Enterprise,Cloud Services,4855,Lost
2023-11-09,CB-1003636,775.18,Enterprise,Managed Support,4837,Open
2023-11-09,CB-1003644,411.58,Enterprise,Managed Support,4855,Won
2023-11-09,CB-1003650,601.63,Enterprise,Managed Support,4871,Pending
2023-11-09,CB-1003657,391.83,Enterprise,Platform API,4870,Lost
2023-11-10,CB-1003617,398.11,Enterprise,Cloud Services,4837,Pending
2023-11-10,CB-1003621,656.31,Enterprise,Cloud Services,7030,Pending
2023-11-10,CB-1003684,183.04,Consumer,Mobile Plans,7030,Lost
2023-11-11,CB-1003633,666.63,Enterprise,Managed Support,4837,Open
2023-11-11,CB-1003639,441.38,Enterprise,Managed Support,4855,Pending
2023-11-11,CB-1003667,484.59,Enterprise,Platform API,4863,Lost
2023-11-11,CB-1003671,355.53,Enterprise,Platform API,4863,Lost
2023-11-11,CB-1003683,291.97,Consumer,Mobile Plans,4870,Lost
2023-11-11,CB-1003699,122.20,Consumer,Mobile Plans,4871,Won
2023-11-11,CB-1003742,300.65,Wholesale,Bulk Voice,4855,Won
2023-11-11,CB-1003747,290.38,Wholesale,Bulk Voice,4871,Lost
2023-11-11,CB-1003759,391.64,Wholesale,Bulk Voice,4871,Lost
2023-11-11,CB-1003760,268.07,Wholesale,Partner Resale,4870,Won
2023-11-12,CB-1003613,290.04,Enterprise,Cloud Services,4870,Lost
2023-11-12,CB-1003673,479.89,Enterprise,Platform API,4863,Lost
2023-11-12,CB-1003679,112.90,Consumer,Mobile Plans,4855,Pending
2023-11-12,CB-1003708,225.91,Consumer,Streaming Add-on,7030,Won
2023-11-12,CB-1003715,334.35,Consumer,Streaming Add-on,4870,Pending
2023-11-12,CB-1003744,452.92,Wholesale,Bulk Voice,4855,Won
2023-11-13,CB-1003630,423.48,Enterprise,Cloud Services,4837,Won
2023-11-13,CB-1003632,416.47,Enterprise,Managed Support,4870,Pending
2023-11-13,CB-1003661,421.42,Enterprise,Platform API,4837,Lost
2023-11-13,CB-1003687,123.07,Consumer,Mobile Plans,4863,Open
2023-11-13,CB-1003741,480.79,Wholesale,Bulk Voice,4870,Pending
2023-11-13,CB-1003743,552.45,Wholesale,Bulk Voice,7030,Pending
2023-11-13,CB-1003767,579.49,Wholesale,Partner Resale,4870,Won
2023-11-13,CB-1003772,386.72,Wholesale,Partner Resale,4870,Lost
2023-11-13,CB-1003788,337.05,Wholesale,IoT SIM,4871,Lost
2023-11-14,CB-1003720,232.90,Consumer,Streaming Add-on,7030,Won
2023-11-14,CB-1003729,188.37,Consumer,Device Protection,4855,Pending
2023-11-14,CB-1003738,119.03,Consumer,Device Protection,4837,Lost
2023-11-14,CB-1003770,309.92,Wholesale,Partner Resale,4871,Lost
2023-11-15,CB-1003651,480.51,Enterprise,Managed Support,4855,Lost
2023-11-15,CB-1003659,357.05,Enterprise,Platform API,4871,Open
2023-11-15,CB-1003692,243.43,Consumer,Mobile Plans,4863,Won
2023-11-15,CB-1003734,131.73,Consumer,Device Protection,4871,Won
2023-11-15,CB-1003757,241.29,Wholesale,Bulk Voice,4871,Pending
2023-11-15,CB-1003764,313.44,Wholesale,Partner Resale,4855,Won
2023-11-16,CB-1003645,703.51,Enterprise,Managed Support,4837,Lost
2023-11-16,CB-1003663,309.13,Enterprise,Platform API,4871,Pending
2023-11-16,CB-1003746,285.60,Wholesale,Bulk Voice,4870,Won
2023-11-16,CB-1003761,205.40,Wholesale,Partner Resale,4837,Won
2023-11-17,CB-1003605,621.73,Enterprise,Cloud Services,4837,Won
2023-11-17,CB-1003681,138.10,Consumer,Mobile Plans,4871,Lost
2023-11-17,CB-1003691,130.32,Consumer,Mobile Plans,4863,Won
2023-11-17,CB-1003707,342.67,Consumer,Streaming Add-on,7030,Won
2023-11-17,CB-1003709,273.13,Consumer,Streaming Add-on,4863,Lost
2023-11-17,CB-1003713,164.56,Consumer,Streaming Add-on,4837,Lost
2023-11-18,CB-1003689,289.63,Consumer,Mobile Plans,4870,Lost
2023-11-18,CB-1003696,132.49,Consumer,Mobile Plans,4871,Open
2023-11-18,CB-1003697,96.59,Consumer,Mobile Plans,4871,Pending
2023-11-18,CB-1003732,160.86,Consumer,Device Protection,4871,Open
2023-11-18,CB-1003763,246.97,Wholesale,Partner Resale,4855,Lost
2023-11-18,CB-1003771,363.16,Wholesale,Partner Resale,4855,Lost
2023-11-19,CB-1003628,323.73,Enterprise,Cloud Services,4863,Won
2023-11-19,CB-1003646,291.01,Enterprise,Managed Support,4837,Lost
2023-11-19,CB-1003672,832.43,Enterprise,Platform API,7030,Lost
2023-11-19,CB-1003682,145.25,Consumer,Mobile Plans,4863,Won
2023-11-19,CB-1003704,192.93,Consumer,Mobile Plans,4870,Pending
2023-11-19,CB-1003725,216.52,Consumer,Device Protection,7030,Lost
2023-11-20,CB-1003606,698.77,Enterprise,Cloud Services,7030,Won
2023-11-20,CB-1003712,162.19,Consumer,Streaming Add-on,4871,Pending
2023-11-20,CB-1003733,167.49,Consumer,Device Protection,4871,Pending
2023-11-20,CB-1003766,290.04,Wholesale,Partner Resale,4863,Pending
2023-11-20,CB-1003776,431.74,Wholesale,IoT SIM,4837,Pending
2023-11-20,CB-1003784,421.09,Wholesale,IoT SIM,4871,Open
2023-11-21,CB-1003619,360.58,Enterprise,Cloud Services,4871,Lost
2023-11-21,CB-1003625,437.22,Enterprise,Cloud Services,4855,Lost
2023-11-21,CB-1003626,299.00,Enterprise,Cloud Services,4871,Won
2023-11-21,CB-1003705,137.99,Consumer,Mobile Plans,4855,Won
2023-11-22,CB-1003635,955.59,Enterprise,Managed Support,7030,Won
2023-11-22,CB-1003665,271.89,Enterprise,Platform API,4863,Pending
2023-11-22,CB-1003666,606.61,Enterprise,Platform API,4855,Won
2023-11-22,CB-1003721,124.40,Consumer,Device Protection,4871,Lost
2023-11-22,CB-1003722,218.69,Consumer,Device Protection,4855,Pending
2023-11-22,CB-1003753,236.13,Wholesale,Bulk Voice,4863,Lost
2023-11-22,CB-1003777,507.62,Wholesale,IoT SIM,4870,Lost
2023-11-22,CB-1003785,237.42,Wholesale,IoT SIM,4871,Pending
2023-11-23,CB-1003610,707.00,Enterprise,Cloud Services,7030,Pending
2023-11-23,CB-1003618,219.89,Enterprise,Cloud Services,4871,Pending
2023-11-23,CB-1003643,615.33,Enterprise,Managed Support,4855,Won
2023-11-23,CB-1003740,214.11,Wholesale,Bulk Voice,4863,Lost
2023-11-23,CB-1003768,485.03,Wholesale,Partner Resale,4855,Won
2023-11-23,CB-1003773,372.43,Wholesale,Partner Resale,4855,Won
2023-11-23,CB-1003775,367.84,Wholesale,Partner Resale,4870,Won
2023-11-23,CB-1003786,292.57,Wholesale,IoT SIM,4855,Lost
2023-11-24,CB-1003614,516.26,Enterprise,Cloud Services,4855,Won
2023-11-24,CB-1003629,663.46,Enterprise,Cloud Services,4863,Won
2023-11-24,CB-1003654,490.40,Enterprise,Managed Support,4855,Pending
2023-11-24,CB-1003668,406.50,Enterprise,Platform API,4870,Lost
2023-11-24,CB-1003680,114.30,Consumer,Mobile Plans,4871,Pending
2023-11-24,CB-1003690,120.78,Consumer,Mobile Plans,4855,Lost
2023-11-24,CB-1003719,218.28,Consumer,Streaming Add-on,4870,Won
2023-11-24,CB-1003724,173.82,Consumer,Device Protection,4863,Open
2023-11-25,CB-1003627,541.07,Enterprise,Cloud Services,4863,Won
2023-11-25,CB-1003638,796.32,Enterprise,Managed Support,7030,Pending
2023-11-25,CB-1003652,823.74,Enterprise,Managed Support,7030,Won
2023-11-25,CB-1003686,352.50,Consumer,Mobile Plans,7030,Lost
2023-11-25,CB-1003698,330.50,Consumer,Mobile Plans,4837,Won
2023-11-25,CB-1003700,179.42,Consumer,Mobile Plans,4871,Pending
2023-11-25,CB-1003718,160.43,Consumer,Streaming Add-on,4863,Won
2023-11-25,CB-1003731,260.83,Consumer,Device Protection,4855,Won
2023-11-25,CB-1003736,173.33,Consumer,Device Protection,4837,Lost
2023-11-25,CB-1003756,187.27,Wholesale,Bulk Voice,4855,Pending
2023-11-26,CB-1003609,627.02,Enterprise,Cloud Services,7030,Lost
2023-11-26,CB-1003648,485.93,Enterprise,Managed Support,7030,Lost
2023-11-26,CB-1003674,345.08,Enterprise,Platform API,7030,Pending
2023-11-26,CB-1003765,309.57,Wholesale,Partner Resale,7030,Lost
2023-11-27,CB-1003620,573.02,Enterprise,Cloud Services,4855,Open
2023-11-27,CB-1003670,444.11,Enterprise,Platform API,4870,Pending
2023-11-27,CB-1003694,177.77,Consumer,Mobile Plans,4870,Pending
2023-11-27,CB-1003750,212.56,Wholesale,Bulk Voice,4837,Lost
2023-11-28,CB-1003615,450.88,Enterprise,Cloud Services,7030,Won
2023-11-28,CB-1003631,620.90,Enterprise,Managed Support,4870,Open
2023-11-28,CB-1003703,114.61,Consumer,Mobile Plans,4871,Pending
2023-11-29,CB-1003607,385.37,Enterprise,Cloud Services,4863,Won
2023-11-29,CB-1003608,485.68,Enterprise,Cloud Services,4863,Lost
2023-11-29,CB-1003656,372.40,Enterprise,Platform API,4855,Pending
2023-11-29,CB-1003658,459.20,Enterprise,Platform API,4863,Pending
2023-11-29,CB-1003676,233.88,Consumer,Mobile Plans,4870,Lost
2023-11-29,CB-1003693,423.75,Consumer,Mobile Plans,7030,Lost
2023-11-29,CB-1003717,270.56,Consumer,Streaming Add-on,4837,Lost
2023-11-29,CB-1003735,228.54,Consumer,Device Protection,7030,Open
2023-11-29,CB-1003755,443.97,Wholesale,Bulk Voice,4863,Won
2023-11-29,CB-1003787,383.94,Wholesale,IoT SIM,4837,Lost
2023-11-30,CB-1003653,456.37,Enterprise,Managed Support,4837,Won
2023-11-30,CB-1003655,271.36,Enterprise,Managed Support,4837,Lost
2023-11-30,CB-1003701,132.72,Consumer,Mobile Plans,4870,Won
2023-11-30,CB-1003711,368.60,Consumer,Streaming Add-on,4870,Won
2023-11-30,CB-1003749,464.53,Wholesale,Bulk Voice,4870,Won
2023-11-30,CB-1003762,210.29,Wholesale,Partner Resale,4863,Lost
2023-11-30,CB-1003769,472.91,Wholesale,Partner Resale,4863,Open
2023-12-01,CB-1003827,489.21,Enterprise,Managed Support,4871,Open
2023-12-01,CB-1003828,647.03,Enterprise,Managed Support,4837,Pending
2023-12-01,CB-1003850,788.26,Enterprise,Platform API,7030,Pending
2023-12-01,CB-1003905,173.97,Consumer,Streaming Add-on,4863,Open
2023-12-01,CB-1003909,237.96,Consumer,Streaming Add-on,4855,Lost
2023-12-01,CB-1003928,151.49,Consumer,Device Protection,7030,Won
2023-12-01,CB-1003938,228.84,Wholesale,Bulk Voice,4837,Won
2023-12-01,CB-1003970,213.57,Wholesale,Partner Resale,4837,Open
2023-12-01,CB-1003988,538.02,Wholesale,IoT SIM,4837,Pending
2023-12-02,CB-1003842,411.28,Enterprise,Managed Support,4871,Won
2023-12-02,CB-1003847,344.27,Enterprise,Managed Support,4863,Pending
2023-12-02,CB-1003886,221.76,Consumer,Mobile Plans,4837,Won
2023-12-02,CB-1003902,181.80,Consumer,Streaming Add-on,4855,Lost
2023-12-02,CB-1003932,286.79,Consumer,Device Protection,4870,Pending
2023-12-02,CB-1003954,258.69,Wholesale,Bulk Voice,4863,Won
2023-12-03,CB-1003806,393.03,Enterprise,Cloud Services,4837,Won
2023-12-03,CB-1003860,482.23,Enterprise,Platform API,4855,Won
2023-12-03,CB-1003927,242.79,Consumer,Device Protection,4871,Lost
2023-12-03,CB-1003943,605.60,Wholesale,Bulk Voice,7030,Open
2023-12-03,CB-1003981,327.90,Wholesale,IoT SIM,4837,Pending
2023-12-04,CB-1003795,482.01,Enterprise,Cloud Services,4837,Lost
2023-12-04,CB-1003811,287.48,Enterprise,Cloud Services,4855,Won
2023-12-04,CB-1003825,257.94,Enterprise,Managed Support,4863,Won
2023-12-04,CB-1003868,271.49,Consumer,Mobile Plans,4863,Pending
2023-12-04,CB-1003910,173.36,Consumer,Streaming Add-on,4855,Lost
2023-12-04,CB-1003916,185.38,Consumer,Streaming Add-on,4870,Won
2023-12-04,CB-1003925,242.61,Consumer,Device Protection,4870,Lost
2023-12-04,CB-1003978,241.28,Wholesale,Partner Resale,4837,Won
2023-12-04,CB-1003992,490.51,Wholesale,IoT SIM,4863,Won
2023-12-05,CB-1003807,647.23,Enterprise,Cloud Services,4855,Pending
2023-12-05,CB-1003863,398.29,Enterprise,Platform API,4871,Won
2023-12-05,CB-1003872,318.23,Consumer,Mobile Plans,7030,Open
2023-12-05,CB-1003889,308.88,Consumer,Mobile Plans,4863,Lost
2023-12-05,CB-1003901,148.82,Consumer,Streaming Add-on,4870,Won
2023-12-05,CB-1003934,210.01,Consumer,Device Protection,4871,Lost
2023-12-05,CB-1003936,142.83,Consumer,Device Protection,4855,Lost
2023-12-05,CB-1003962,369.70,Wholesale,Partner Resale,4863,Open
2023-12-05,CB-1003965,323.89,Wholesale,Partner Resale,4855,Won
2023-12-05,CB-1003987,319.09,Wholesale,IoT SIM,4870,Lost
2023-12-06,CB-1003792,560.32,Enterprise,Cloud Services,4855,Won
2023-12-06,CB-1003798,430.08,Enterprise,Cloud Services,4863,Won
2023-12-06,CB-1003867,175.02,Consumer,Mobile Plans,4863,Lost
2023-12-06,CB-1003874,133.93,Consumer,Mobile Plans,4870,Lost
2023-12-06,CB-1003877,172.52,Consumer,Mobile Plans,4863,Won
2023-12-06,CB-1003887,163.15,Consumer,Mobile Plans,4837,Open
2023-12-06,CB-1003888,346.25,Consumer,Mobile Plans,4870,Won
2023-12-06,CB-1003930,232.74,Consumer,Device Protection,4871,Won
2023-12-07,CB-1003854,443.48,Enterprise,Platform API,4870,Pending
2023-12-07,CB-1003862,905.42,Enterprise,Platform API,7030,Won
2023-12-07,CB-1003948,428.73,Wholesale,Bulk Voice,4837,Pending
2023-12-07,CB-1003971,428.11,Wholesale,Partner Resale,4871,Won
2023-12-07,CB-1003975,422.92,Wholesale,Partner Resale,4855,Pending
2023-12-08,CB-1003815,393.46,Enterprise,Cloud Services,4863,Won
2023-12-08,CB-1003865,334.81,Enterprise,Platform API,4863,Won
2023-12-08,CB-1003876,281.59,Consumer,Mobile Plans,4855,Lost
2023-12-08,CB-1003918,242.67,Consumer,Device Protection,7030,Lost
2023-12-08,CB-1003937,116.16,Consumer,Device Protection,4871,Won
2023-12-08,CB-1003958,460.64,Wholesale,Bulk Voice,7030,Won
2023-12-08,CB-1003972,538.94,Wholesale,Partner Resale,7030,Won
2023-12-09,CB-1003794,671.39,Enterprise,Cloud Services,4870,Won
2023-12-09,CB-1003823,210.25,Enterprise,Cloud Services,4871,Won
2023-12-09,CB-1003841,871.18,Enterprise,Managed Support,7030,Won
2023-12-09,CB-1003848,260.84,Enterprise,Managed Support,4855,Won
2023-12-09,CB-1003870,121.50,Consumer,Mobile Plans,4855,Pending
2023-12-09,CB-1003883,113.95,Consumer,Mobile Plans,4863,Lost
2023-12-09,CB-1003982,222.93,Wholesale,IoT SIM,4871,Won
2023-12-10,CB-1003813,506.23,Enterprise,Cloud Services,4855,Lost
2023-12-10,CB-1003826,413.60,Enterprise,Managed Support,4871,Won
2023-12-10,CB-1003861,355.31,Enterprise,Platform API,4837,Lost
2023-12-10,CB-1003880,375.72,Consumer,Mobile Plans,7030,Open
2023-12-10,CB-1003881,275.23,Consumer,Mobile Plans,4837,Won
2023-12-10,CB-1003969,412.12,Wholesale,Partner Resale,4855,Won
2023-12-10,CB-1003984,320.88,Wholesale,IoT SIM,4871,Won
2023-12-10,CB-1003991,436.29,Wholesale,IoT SIM,4871,Lost
2023-12-10,CB-1003994,406.81,Wholesale,IoT SIM,4855,Won
2023-12-11,CB-1003793,340.70,Enterprise,Cloud Services,4863,Won
2023-12-11,CB-1003797,390.79,Enterprise,Cloud Services,4837,Pending
2023-12-11,CB-1003820,310.77,Enterprise,Cloud Services,4863,Pending
2023-12-11,CB-1003824,452.01,Enterprise,Cloud Services,4837,Lost
2023-12-11,CB-1003834,624.51,Enterprise,Managed Support,4870,Won
2023-12-11,CB-1003859,829.39,Enterprise,Platform API,7030,Won
2023-12-11,CB-1003882,234.91,Consumer,Mobile Plans,4871,Won
2023-12-11,CB-1003892,255.54,Consumer,Mobile Plans,4863,Open
2023-12-11,CB-1003895,222.73,Consumer,Mobile Plans,4855,Open
2023-12-11,CB-1003912,187.99,Consumer,Streaming Add-on,4837,Lost
2023-12-11,CB-1003953,362.92,Wholesale,Bulk Voice,4837,Won
2023-12-11,CB-1003983,274.36,Wholesale,IoT SIM,4871,Won
2023-12-11,CB-1003986,568.01,Wholesale,IoT SIM,4870,Lost
2023-12-12,CB-1003844,445.48,Enterprise,Managed Support,4870,Lost
2023-12-12,CB-1003884,203.38,Consumer,Mobile Plans,4837,Open
2023-12-12,CB-1003929,319.54,Consumer,Device Protection,4870,Open
2023-12-12,CB-1003951,265.24,Wholesale,Bulk Voice,4870,Won
2023-12-12,CB-1003956,255.72,Wholesale,Bulk Voice,4863,Pending
2023-12-12,CB-1003990,387.87,Wholesale,IoT SIM,4870,Lost
2023-12-12,CB-1003996,223.60,Wholesale,IoT SIM,4871,Won
2023-12-13,CB-1003791,507.15,Enterprise,Cloud Services,4863,Won
2023-12-13,CB-1003801,675.42,Enterprise,Cloud Services,7030,Won
2023-12-13,CB-1003821,957.19,Enterprise,Cloud Services,7030,Won
2023-12-13,CB-1003822,385.68,Enterprise,Cloud Services,4837,Open
2023-12-13,CB-1003853,932.61,Enterprise,Platform API,7030,Won
2023-12-13,CB-1003879,248.63,Consumer,Mobile Plans,4863,Lost
2023-12-13,CB-1003917,352.34,Consumer,Streaming Add-on,4870,Won
2023-12-13,CB-1003966,361.65,Wholesale,Partner Resale,4871,Open
2023-12-13,CB-1003995,543.31,Wholesale,IoT SIM,7030,Won
2023-12-14,CB-1003864,694.93,Enterprise,Platform API,4863,Lost
2023-12-14,CB-1003907,121.33,Consumer,Streaming Add-on,4855,Won
2023-12-14,CB-1003941,308.61,Wholesale,Bulk Voice,4863,Lost
2023-12-14,CB-1003947,218.83,Wholesale,Bulk Voice,4855,Open
2023-12-15,CB-1003802,412.94,Enterprise,Cloud Services,4855,Lost
2023-12-15,CB-1003906,211.70,Consumer,Streaming Add-on,4855,Won
2023-12-16,CB-1003804,421.64,Enterprise,Cloud Services,4871,Open
2023-12-16,CB-1003843,429.09,Enterprise,Managed Support,4855,Lost
2023-12-16,CB-1003846,460.35,Enterprise,Managed Support,7030,Open
2023-12-16,CB-1003856,399.31,Enterprise,Platform API,4855,Open
2023-12-16,CB-1003858,392.09,Enterprise,Platform API,4837,Pending
2023-12-16,CB-1003891,193.67,Consumer,Mobile Plans,4855,Lost
2023-12-16,CB-1003903,203.44,Consumer,Streaming Add-on,4870,Lost
2023-12-16,CB-1003921,186.87,Consumer,Device Protection,4871,Won
2023-12-16,CB-1003922,224.37,Consumer,Device Protection,4863,Won
2023-12-16,CB-1003942,397.52,Wholesale,Bulk Voice,4855,Lost
2023-12-16,CB-1003964,534.63,Wholesale,Partner Resale,4863,Lost
2023-12-17,CB-1003796,332.25,Enterprise,Cloud Services,4837,Won
2023-12-17,CB-1003838,329.33,Enterprise,Managed Support,7030,Won
2023-12-17,CB-1003849,747.07,Enterprise,Platform API,4837,Lost
2023-12-17,CB-1003908,193.93,Consumer,Streaming Add-on,4871,Lost
2023-12-17,CB-1003959,263.08,Wholesale,Bulk Voice,4837,Lost
2023-12-17,CB-1003968,383.44,Wholesale,Partner Resale,4863,Pending
2023-12-17,CB-1003979,383.72,Wholesale,Partner Resale,4863,Open
2023-12-18,CB-1003830,414.43,Enterprise,Managed Support,4855,Open
2023-12-18,CB-1003833,393.00,Enterprise,Managed Support,4870,Won
2023-12-18,CB-1003845,496.03,Enterprise,Managed Support,4855,Pending
2023-12-18,CB-1003871,329.89,Consumer,Mobile Plans,4837,Lost
2023-12-18,CB-1003875,250.34,Consumer,Mobile Plans,4870,Pending
2023-12-18,CB-1003893,91.43,Consumer,Mobile Plans,4871,Won
2023-12-19,CB-1003790,722.31,Enterprise,Cloud Services,7030,Pending
2023-12-19,CB-1003835,704.33,Enterprise,Managed Support,4870,Won
2023-12-19,CB-1003855,362.19,Enterprise,Platform API,4855,Lost
2023-12-19,CB-1003866,885.37,Enterprise,Platform API,7030,Won
2023-12-19,CB-1003914,137.10,Consumer,Streaming Add-on,4870,Lost
2023-12-19,CB-1003939,388.23,Wholesale,Bulk Voice,4855,Pending
2023-12-20,CB-1003799,644.12,Enterprise,Cloud Services,4870,Open
2023-12-20,CB-1003803,413.00,Enterprise,Cloud Services,4837,Pending
2023-12-20,CB-1003810,529.70,Enterprise,Cloud Services,7030,Lost
2023-12-20,CB-1003894,118.52,Consumer,Mobile Plans,4871,Lost
2023-12-20,CB-1003896,215.31,Consumer,Mobile Plans,4871,Lost
2023-12-20,CB-1003897,220.32,Consumer,Streaming Add-on,4871,Pending
2023-12-20,CB-1003899,212.24,Consumer,Streaming Add-on,4855,Won
2023-12-20,CB-1003915,253.05,Consumer,Streaming Add-on,7030,Pending
2023-12-20,CB-1003933,173.57,Consumer,Device Protection,4871,Won
2023-12-21,CB-1003812,406.73,Enterprise,Cloud Services,4871,Open
2023-12-21,CB-1003832,340.72,Enterprise,Managed Support,7030,Lost
2023-12-21,CB-1003923,300.21,Consumer,Device Protection,7030,Lost
2023-12-21,CB-1003931,119.41,Consumer,Device Protection,4855,Lost
2023-12-21,CB-1003967,460.86,Wholesale,Partner Resale,4837,Lost
2023-12-21,CB-1003976,389.90,Wholesale,Partner Resale,4863,Won
2023-12-21,CB-1003977,583.12,Wholesale,Partner Resale,4870,Won
2023-12-22,CB-1003885,199.86,Consumer,Mobile Plans,4837,Lost
2023-12-22,CB-1003920,340.22,Consumer,Device Protection,7030,Lost
2023-12-22,CB-1003924,313.88,Consumer,Device Protection,4863,Lost
2023-12-22,CB-1003944,247.78,Wholesale,Bulk Voice,4871,Won
2023-12-22,CB-1003945,330.07,Wholesale,Bulk Voice,7030,Open
2023-12-23,CB-1003800,467.19,Enterprise,Cloud Services,4871,Won
2023-12-23,CB-1003851,835.79,Enterprise,Platform API,7030,Pending
2023-12-23,CB-1003919,173.41,Consumer,Device Protection,4871,Won
2023-12-24,CB-1003840,728.12,Enterprise,Managed Support,4870,Lost
2023-12-24,CB-1003869,184.24,Consumer,Mobile Plans,4855,Won
2023-12-24,CB-1003913,202.80,Consumer,Streaming Add-on,4871,Won
2023-12-24,CB-1003950,175.28,Wholesale,Bulk Voice,4855,Pending
2023-12-24,CB-1003973,686.05,Wholesale,Partner Resale,7030,Open
2023-12-25,CB-1003898,412.76,Consumer,Streaming Add-on,7030,Pending
2023-12-25,CB-1003957,268.84,Wholesale,Bulk Voice,4837,Lost
2023-12-25,CB-1003974,328.53,Wholesale,Partner Resale,4871,Won
2023-12-26,CB-1003809,626.65,Enterprise,Cloud Services,4837,Lost
2023-12-26,CB-1003816,568.77,Enterprise,Cloud Services,4855,Won
2023-12-26,CB-1003831,520.64,Enterprise,Managed Support,4837,Pending
2023-12-26,CB-1003836,331.88,Enterprise,Managed Support,4863,Pending
2023-12-26,CB-1003890,100.23,Consumer,Mobile Plans,4855,Won
2023-12-27,CB-1003789,380.26,Enterprise,Cloud Services,7030,Open
2023-12-27,CB-1003808,663.24,Enterprise,Cloud Services,4837,Pending
2023-12-27,CB-1003819,510.25,Enterprise,Cloud Services,4871,Won
2023-12-27,CB-1003829,667.70,Enterprise,Managed Support,4863,Open
2023-12-27,CB-1003904,230.17,Consumer,Streaming Add-on,4870,Won
2023-12-27,CB-1003926,182.10,Consumer,Device Protection,4863,Won
2023-12-27,CB-1003963,343.92,Wholesale,Partner Resale,4855,Lost
2023-12-28,CB-1003837,463.69,Enterprise,Managed Support,7030,Lost
2023-12-28,CB-1003839,887.27,Enterprise,Managed Support,7030,Won
2023-12-28,CB-1003852,467.68,Enterprise,Platform API,7030,Lost
2023-12-28,CB-1003857,600.23,Enterprise,Platform API,4863,Lost
2023-12-28,CB-1003873,188.34,Consumer,Mobile Plans,4855,Lost
2023-12-28,CB-1003878,204.47,Consumer,Mobile Plans,4855,Won
2023-12-28,CB-1003961,338.51,Wholesale,Partner Resale,7030,Lost
2023-12-28,CB-1003989,271.78,Wholesale,IoT SIM,4863,Lost
2023-12-28,CB-1003993,231.04,Wholesale,IoT SIM,4863,Open
2023-12-29,CB-1003805,365.20,Enterprise,Cloud Services,4855,Lost
2023-12-29,CB-1003817,590.40,Enterprise,Cloud Services,4870,Won
2023-12-29,CB-1003935,153.78,Consumer,Device Protection,4871,Lost
2023-12-29,CB-1003946,564.08,Wholesale,Bulk Voice,4837,Open
2023-12-29,CB-1003985,254.53,Wholesale,IoT SIM,4855,Open
2023-12-30,CB-1003940,298.16,Wholesale,Bulk Voice,4855,Won
2023-12-30,CB-1003949,186.04,Wholesale,Bulk Voice,4863,Won
2023-12-30,CB-1003952,253.11,Wholesale,Bulk Voice,4871,Won
2023-12-31,CB-1003814,867.67,Enterprise,Cloud Services,7030,Won
2023-12-31,CB-1003818,525.80,Enterprise,Cloud Services,4870,Lost
2023-12-31,CB-1003900,204.25,Consumer,Streaming Add-on,4863,Won
2023-12-31,CB-1003911,158.65,Consumer,Streaming Add-on,7030,Pending
2023-12-31,CB-1003955,403.81,Wholesale,Bulk Voice,4871,Won
2023-12-31,CB-1003960,288.73,Wholesale,Partner Resale,4855,Open
2023-12-31,CB-1003980,196.93,Wholesale,IoT SIM,4871,Open
2024-01-01,CB-1004029,834.09,Enterprise,Managed Support,4870,Won
2024-01-01,CB-1004064,256.18,Consumer,Mobile Plans,7030,Won
2024-01-01,CB-1004066,244.79,Consumer,Mobile Plans,7030,Open
2024-01-02,CB-1004049,469.45,Enterprise,Platform API,4863,Lost
2024-01-02,CB-1004051,506.73,Enterprise,Platform API,4863,Open
2024-01-02,CB-1004068,263.61,Consumer,Mobile Plans,4837,Pending
